Title,Artist,id,artist_genres,is_single,total_tracks,release_date,day_of_week,release_season,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,words_count,stopwords_count,blobs_polarity,words_neg_count,words_pos_count,words_curse_count,avg_most_common_words_size,words_repeat_count,words_negative_pct,words_positive_pct,words_curse_pct,words_repeat_pct,stopwords_pct
Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,"['pop', 'uk pop']",1,16,2017-03-03,5,1,2017,0,0.0735,0.624,170827,0.8759999999999999,0.0,9,0.327,-3.374,1,0.1,99.943,4,0.7809999999999999,2252.0,221,0,336,325,0,5.39,200,14.92,14.43,0.0,8.88,9.81
Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,"['brostep', 'pop', 'progressive electro house']",0,1,2017-08-11,5,2,2017,0,0.256,0.52,180823,0.7609999999999999,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,0.28600000000000003,1277.0,115,0,168,450,0,5.25,111,13.16,35.24,0.0,8.69,9.01
One Last Time,Ariana Grande,7jQh02AE56kRixcfEfTO1F,"['dance pop', 'pop', 'post-teen pop']",1,28,2017-09-01,5,3,2017,0,0.0953,0.631,197506,0.6,2.68e-06,8,0.0997,-4.98,1,0.032,125.014,4,0.103,1717.0,136,0,696,975,0,5.27,146,40.54,56.79,0.0,8.5,7.92
Human,RagnBone Man,58zsLZPvfflaiIbNWoA22O,['neo soul'],1,19,2017-02-10,5,4,2017,0,0.393,0.602,200187,0.7070000000000001,0.0,11,0.165,-4.097,1,0.302,75.09,4,0.5539999999999999,1502.0,103,0,48,25,0,5.71,116,3.2,1.66,0.0,7.72,6.86
my boy,Billie Eilish,1RGasjWLZ4qMN7wbtkLa3u,"['electropop', 'pop']",0,9,2017-12-22,5,4,2017,0,0.472,0.6920000000000001,170852,0.394,0.000191,11,0.117,-8.745,0,0.207,89.936,4,0.324,934.0,76,1,120,375,3,4.81,82,12.85,40.15,0.32,8.78,8.14
Tudo Bom,Static & Ben El,6lR6VBmCIm7gZwE4msLdb9,"['israeli pop', 'jewish pop']",0,1,2017-06-04,7,2,2017,0,0.0631,0.7,189276,0.82,1.69e-06,9,0.133,-3.103,1,0.3670000000000001,130.028,4,0.725,2295.0,121,0,408,225,0,5.37,222,17.78,9.8,0.0,9.67,5.27
COPYCAT,Billie Eilish,5w7wuzMzsDer96KqxafeRK,"['electropop', 'pop']",0,9,2017-12-22,5,4,2017,0,0.353,0.679,194711,0.388,9.25e-05,4,0.341,-10.977,0,0.0932,124.909,4,0.234,1251.0,83,0,504,225,0,5.43,118,40.29,17.99,0.0,9.43,6.63
Let Me Go,Hailee Steinfeld,5Gu0PDLN4YJeW75PpBSg9p,"['dance pop', 'pop', 'post-teen pop']",0,1,2017-09-08,5,3,2017,0,0.0337,0.6629999999999999,174800,0.708,0.0,8,0.0841,-4.154,1,0.0473,103.073,4,0.742,1597.0,125,0,264,475,0,5.4,134,16.53,29.74,0.0,8.39,7.83
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",0,1,2017-01-27,5,4,2017,0,0.0895,0.584,220883,0.54,0.0,1,0.261,-7.786,0,0.0576,137.972,4,0.195,1495.0,122,0,624,475,0,5.55,139,41.74,31.77,0.0,9.3,8.16
Save That Shit,Lil Peep,0S0vWvyZ6Rc79TXkWxT9QA,"['emo rap', 'lgbtq+ hip hop']",1,7,2017-08-15,2,2,2017,0,0.0262,0.534,231547,0.583,0.0,2,0.421,-8.672,1,0.0288,105.997,4,0.145,1792.0,139,0,816,175,21,4.97,177,45.54,9.77,1.17,9.88,7.76
River,Eminem,1cS0TgbR263ey9jn0MwD2s,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",1,19,2017-12-15,5,4,2017,0,0.142,0.748,221013,0.7490000000000001,0.0,8,0.0713,-5.916,0,0.516,90.09,4,0.659,3560.0,255,0,312,525,7,5.56,345,8.76,14.75,0.2,9.69,7.16
hostage,Billie Eilish,1WsEgieHsWWndAzLkmV105,"['electropop', 'pop']",0,9,2017-12-22,5,4,2017,0,0.868,0.4270000000000001,229426,0.123,3.12e-05,9,0.0732,-15.228,0,0.0497,129.565,5,0.0394,882.0,71,0,432,200,0,4.79,90,48.98,22.68,0.0,10.2,8.05
Hold On,Chord Overstreet,5vjLSffimiIP26QG5WcN2K,['acoustic pop'],0,1,2017-02-03,5,4,2017,0,0.469,0.618,198853,0.443,0.0,2,0.0829,-9.681,1,0.0526,119.949,4,0.16699999999999998,1118.0,71,0,576,225,0,5.23,116,51.52,20.13,0.0,10.38,6.35
Symphony,Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",0,1,2017-03-16,4,1,2017,0,0.259,0.7070000000000001,212459,0.629,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,0.457,1508.0,120,0,408,125,0,5.6,123,27.06,8.29,0.0,8.16,7.96
Lust,Lil Skies,7oJrVhiTPZGBXWPwhxjy9S,"['melodic rap', 'pop rap', 'rap', 'trap']",1,14,2017-12-12,2,4,2017,0,0.138,0.718,156000,0.767,0.0,9,0.114,-5.641,1,0.166,160.084,4,0.519,2117.0,192,0,312,325,15,5.43,181,14.74,15.35,0.71,8.55,9.07
Jungle,Tash Sultana,6t1ahr2f1t9iSjjNFwFb4C,['australian reggae fusion'],1,6,2017-03-01,3,1,2017,0,0.285,0.589,315603,0.6990000000000001,8.109999999999999e-05,1,0.0881,-5.882999999999999,0,0.0291,145.997,4,0.496,1230.0,88,1,360,475,0,5.07,112,29.27,38.62,0.0,9.11,7.15
watch,Billie Eilish,7eB1V5LvAdxCc7brfGhRRo,"['electropop', 'pop']",0,9,2017-12-22,5,4,2017,0,0.333,0.441,177523,0.599,0.00198,0,0.103,-8.985,1,0.225,165.21200000000005,4,0.35,1261.0,98,0,648,250,0,4.8,110,51.39,19.83,0.0,8.72,7.77
Carry On,XXXTENTACION,2yZax79pOrYuyIFVW2cZY2,"['emo rap', 'miami hip hop']",1,11,2017-08-25,5,2,2017,0,0.768,0.735,129720,0.197,0.000276,3,0.29600000000000004,-13.378,0,0.537,147.899,4,0.383,943.0,66,0,312,150,5,5.37,96,33.09,15.91,0.53,10.18,7.0
Lush Life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",1,15,2017-03-17,5,1,2017,0,0.133,0.6940000000000001,201122,0.7120000000000001,0.0,7,0.211,-3.923,0,0.046,98.022,4,0.799,2030.0,166,0,408,550,0,4.91,197,20.1,27.09,0.0,9.7,8.18
Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,"['electropop', 'pop']",0,1,2017-03-30,4,1,2017,0,0.8959999999999999,0.614,180933,0.318,0.00239,7,0.0795,-12.695,1,0.0478,119.959,4,0.112,1317.0,98,0,72,450,1,4.98,124,5.47,34.17,0.08,9.42,7.44
Wishing Girl,Lola Marsh,0394dzVI0OsOZ7msgUgDpf,"['israeli indie', 'new americana']",1,13,2017-06-09,5,2,2017,0,0.107,0.6709999999999999,192613,0.716,3.620000000000001e-05,7,0.284,-6.5779999999999985,1,0.0307,115.995,4,0.623,752.0,55,0,168,200,0,4.79,68,22.34,26.6,0.0,9.04,7.31
Mi Gente,J Balvin,36cOBMkXbmkE7vtt0jAdJk,"['latin', 'reggaeton']",0,1,2017-07-02,7,2,2017,0,0.0178,0.5479999999999999,189029,0.701,1.34e-05,11,0.134,-4.862,0,0.0914,104.237,4,0.309,1187.0,14,1,192,0,0,5.74,125,16.18,0.0,0.0,10.53,1.18
Revenge,XXXTENTACION,5TXDeTFVRVY7Cvt0Dw4vWW,"['emo rap', 'miami hip hop']",1,11,2017-08-25,5,2,2017,0,0.782,0.746,120027,0.251,0.00203,11,0.106,-16.169,0,0.259,139.999,4,0.18,975.0,62,0,624,200,0,5.19,83,64.0,20.51,0.0,8.51,6.36
Cold Little Heart Radio Edit,Michael Kiwanuka,7KX65PC1UZuImsUInThbav,"['british soul', 'neo soul', 'soul']",0,1,2017-02-24,5,4,2017,0,0.35700000000000004,0.629,210300,0.58,0.000353,7,0.436,-6.207999999999998,0,0.0278,110.264,4,0.655,1081.0,82,0,480,250,0,5.33,77,44.4,23.13,0.0,7.12,7.59
Relationship,Young Thug,25oOaleife6E2MIKmFkPvg,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",1,14,2017-06-16,5,2,2017,0,0.00252,0.8420000000000001,215307,0.597,0.0,2,0.124,-6.336,1,0.0627,145.99200000000005,4,0.298,2777.0,200,0,576,525,14,5.23,255,20.74,18.91,0.5,9.18,7.2
Stay,Zedd,6uBhi9gBXWjanegOb2Phh0,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",0,1,2017-02-23,4,4,2017,0,0.253,0.69,210091,0.622,0.0,5,0.116,-5.025,0,0.0622,102.04,4,0.544,1372.0,129,0,144,200,1,5.15,124,10.5,14.58,0.07,9.04,9.4
Plain Jane,AsAP Ferg,4dVpf9jZjcORqGTLUaeYj9,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",1,14,2017-08-18,5,2,2017,0,0.0651,0.797,173600,0.8440000000000001,0.0,11,0.087,-5.482,1,0.275,170.142,4,0.52,2303.0,166,0,480,125,13,5.68,228,20.84,5.43,0.56,9.9,7.21
20 Min,Lil Uzi Vert,0uxSUdBrJy9Un0EYoBowng,"['melodic rap', 'philly rap', 'rap']",1,20,2017-11-17,5,3,2017,0,0.109,0.773,220587,0.75,0.0,8,0.174,-4.009,0,0.117,123.426,4,0.7829999999999999,3605.0,271,0,384,625,10,5.38,330,10.65,17.34,0.28,9.15,7.52
party favor,Billie Eilish,3WxmlTZ85sCYFnuIXmUAEe,"['electropop', 'pop']",0,9,2017-12-22,5,4,2017,0,0.882,0.826,204770,0.188,2.83e-06,0,0.103,-12.181,1,0.0883,130.02200000000002,4,0.205,1010.0,71,0,312,225,4,5.18,90,30.89,22.28,0.4,8.91,7.03
Danger,Migos,0nhVrTiCGiGRCoZOJiWzm1,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,1,2017-12-08,5,4,2017,0,0.152,0.8140000000000001,214587,0.743,0.0,9,0.163,-2.968,1,0.159,107.996,4,0.3670000000000001,3023.0,213,0,2064,750,2,5.44,302,68.28,24.81,0.07,9.99,7.05
Infinity,Jaymes Young,1SOClUWhOi8vHZYMz3GluK,"['indie pop', 'indie poptimism', 'modern rock', 'pop']",1,12,2017-06-23,5,2,2017,0,0.14800000000000002,0.6709999999999999,237720,0.6729999999999999,5.290000000000001e-05,11,0.304,-6.941,0,0.0444,121.963,4,0.494,1086.0,72,0,168,150,0,5.31,88,15.47,13.81,0.0,8.1,6.63
Pretty Girl Cheat Codes X CADE Remix,Maggie Lindemann,1NDxZ7cFAo481dtYWdrUnR,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']",0,1,2017-03-02,4,1,2017,0,0.15,0.703,193613,0.868,0.132,7,0.104,-4.6610000000000005,0,0.0291,121.03,4,0.733,1414.0,123,0,240,250,7,5.29,121,16.97,17.68,0.5,8.56,8.7
See You Again,"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,"['hip hop', 'rap']",1,14,2017-07-21,5,2,2017,0,0.371,0.5579999999999999,180387,0.5589999999999999,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62,1928.0,119,0,456,875,1,5.45,172,23.65,45.38,0.05,8.92,6.17
Barking,Ramz,2U5cq89GCnsR1yixKkC8d5,"['london rap', 'swedish gangsta rap', 'uk hip hop']",0,1,2017-12-01,5,4,2017,0,0.185,0.45,202827,0.465,0.0,7,0.0782,-7.867000000000001,0,0.268,70.23100000000001,3,0.7879999999999999,1902.0,105,0,192,50,0,5.27,210,10.09,2.63,0.0,11.04,5.52
I Got Love,MiyaGi & Endspiel,5rwsJbBNa8SfPW4oFA1GjP,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",0,1,2017-06-01,4,2,2017,0,0.146,0.665,276688,0.872,0.0,5,0.15,-4.3610000000000015,1,0.199,106.035,4,0.233,1163.0,34,1,240,0,1,5.45,59,20.64,0.0,0.09,5.07,2.92
Chanel,Frank Ocean,6Nle9hKrkL1wQpwNfEkxjh,"['alternative r&b', 'lgbtq+ hip hop', 'neo soul', 'pop']",0,1,2017-03-10,5,1,2017,0,0.8740000000000001,0.7759999999999999,210285,0.503,0.0,0,0.112,-5.732,0,0.237,110.134,4,0.473,2303.0,143,0,480,625,2,5.27,238,20.84,27.14,0.09,10.33,6.21
Lie,NF,07FkzikE6FuHIa8Ma7zJGc,"['hip hop', 'pop rap', 'rap']",1,16,2017-10-06,5,3,2017,0,0.161,0.513,209213,0.6609999999999999,0.0,5,0.246,-6.419,1,0.24,94.791,4,0.179,2823.0,244,0,384,325,0,5.22,240,13.6,11.51,0.0,8.5,8.64
Baby Shark,Pinkfong,5ygDXis42ncn6kYG14lEVG,"['cartoon', ""children's music"", 'dong-yo']",1,20,2017-07-27,4,2,2017,0,0.259,0.8290000000000001,80927,0.8859999999999999,0.0,8,0.0559,-1.746,1,0.112,115.056,4,0.777,1088.0,8,0,0,100,0,4.82,60,0.0,9.19,0.0,5.51,0.74
Glorious,Macklemore,0CokSRCu5hZgPxcZBaEzVE,['pop rap'],1,16,2017-09-22,5,3,2017,0,0.0323,0.731,220454,0.794,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.35600000000000004,2519.0,173,0,504,425,2,5.38,229,20.01,16.87,0.08,9.09,6.87
Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",1,13,2017-05-26,5,1,2017,0,0.187,0.852,195840,0.773,3.05e-05,8,0.159,-2.9210000000000003,0,0.0776,102.034,4,0.907,2136.0,32,0,216,0,0,5.71,214,10.11,0.0,0.0,10.02,1.5
Next To Me,Imagine Dragons,31VOknKjFrEX47bZXzqcoF,"['modern rock', 'rock']",1,12,2017-06-23,5,2,2017,0,0.28,0.301,230289,0.672,3.1e-05,2,0.0609,-4.497,1,0.0623,169.497,3,0.384,1320.0,81,0,600,325,0,5.84,121,45.45,24.62,0.0,9.17,6.14
If You Want Love,NF,3i5qVV8azKqGFK4Gzdt5YS,"['hip hop', 'pop rap', 'rap']",1,16,2017-10-06,5,3,2017,0,0.659,0.551,199387,0.386,0.0,0,0.125,-10.22,1,0.132,116.409,1,0.245,1634.0,133,0,360,150,0,5.21,146,22.03,9.18,0.0,8.94,8.14
Weak,AJR,3BuLtAmXKy5uQYl4ED1zBT,['modern rock'],1,13,2017-06-30,5,2,2017,0,0.13699999999999998,0.6729999999999999,201160,0.637,0.0,5,0.184,-4.518,1,0.0429,123.98,4,0.6779999999999999,1702.0,99,0,288,300,0,4.9,123,16.92,17.63,0.0,7.23,5.82
YuNg BrAtZ,XXXTENTACION,2ooF4088y5L72c4YTEJQoB,"['emo rap', 'miami hip hop']",1,7,2017-05-16,2,1,2017,0,0.0179,0.755,101851,0.695,0.0,9,0.107,-5.962999999999999,1,0.26,128.063,4,0.493,872.0,39,0,168,150,5,4.66,100,19.27,17.2,0.57,11.47,4.47
Legends Never Die,League of Legends,1FpVJ7HpZInE2GvhVE2TwT,['video game music'],0,1,2017-09-15,5,3,2017,0,0.007859999999999999,0.498,235000,0.598,0.0,4,0.111,-6.638,0,0.0377,140.078,4,0.0573,1483.0,100,0,528,125,0,5.65,145,35.6,8.43,0.0,9.78,6.74
Nowadays,Lil Skies,2u7mxWSeoqTXndK5e08jMp,"['melodic rap', 'pop rap', 'rap', 'trap']",1,14,2017-12-12,2,4,2017,0,0.157,0.745,203908,0.6459999999999999,0.0,6,0.338,-6.987,0,0.17,79.993,4,0.46,2532.0,190,0,672,625,14,5.34,242,26.54,24.68,0.55,9.56,7.5
Roll In Peace,Kodak Black,40oKW22ZNNkEdZLJTScaQI,"['florida rap', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,19,2017-08-18,5,2,2017,0,0.0306,0.747,213132,0.524,0.0,10,0.2,-6.807,0,0.245,140.053,4,0.363,3460.0,244,0,384,375,36,5.31,329,11.1,10.84,1.04,9.51,7.05
Sorry,Halsey,44n97yHySt0Z9rqPaXgjCK,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",1,16,2017-06-02,5,2,2017,0,0.913,0.513,220541,0.25,0.0,5,0.117,-9.376,0,0.0367,74.10300000000002,4,0.35100000000000003,1571.0,94,0,672,750,0,5.41,151,42.78,47.74,0.0,9.61,5.98
Naked,James Arthur,7krbSH3rd8lhIZvuzTV3Bl,"['pop', 'post-teen pop', 'talent show', 'uk pop']",0,1,2017-11-24,5,3,2017,0,0.104,0.529,234107,0.607,0.0,6,0.0631,-6.7810000000000015,1,0.0574,101.966,4,0.238,1673.0,94,0,216,425,0,5.2,172,12.91,25.4,0.0,10.28,5.62
Mystery of Love,Sufjan Stevens,5GbVzc6Ex5LYlLJqzRQhuy,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']",0,1,2017-12-01,5,4,2017,0,0.94,0.365,248960,0.273,0.431,4,0.109,-16.526,0,0.038,132.285,5,0.238,989.0,56,0,144,150,0,5.88,97,14.56,15.17,0.0,9.81,5.66
Falling,Trevor Daniel,4TnjEaWOeW0eKTKIEvJyCa,"['alternative r&b', 'melodic rap', 'pop rap']",0,1,2018-10-05,5,3,2018,0,0.123,0.784,159382,0.43,0.0,10,0.0887,-8.756,0,0.0364,127.087,4,0.236,1458.0,89,0,576,350,0,5.13,151,39.51,24.01,0.0,10.36,6.1
lovely,Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,"['electropop', 'pop']",0,1,2018-04-19,4,1,2018,0,0.934,0.35100000000000003,200186,0.29600000000000004,0.0,4,0.095,-10.109,0,0.0333,115.284,4,0.12,864.0,55,0,216,350,5,5.04,104,25.0,40.51,0.58,12.04,6.37
Shallow,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,"['dance pop', 'pop', 'post-teen pop']",1,34,2018-10-05,5,3,2018,0,0.371,0.5720000000000001,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,0.32299999999999995,968.0,54,0,408,175,0,5.76,85,42.15,18.08,0.0,8.78,5.58
Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,"['emo rap', 'miami hip hop']",1,18,2018-03-16,5,1,2018,0,0.6609999999999999,0.5920000000000001,110886,0.457,0.000331,9,0.146,-6.081,0,0.0603,146.04,4,0.225,659.0,45,0,120,100,2,5.23,65,18.21,15.17,0.3,9.86,6.83
Sweet but Psycho,Ava Max,25sgk305KZfyuqVBQIahim,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",0,1,2018-08-17,5,2,2018,0,0.0691,0.7190000000000001,187436,0.7040000000000001,0.0,1,0.166,-4.724,1,0.0476,133.002,4,0.628,1955.0,104,0,696,425,2,5.11,211,35.6,21.74,0.1,10.79,5.32
High Hopes,Panic At The Disco,1rqqCSm0Qe4I9rUvWncaom,"['baroque pop', 'emo', 'modern rock']",1,11,2018-06-22,5,2,2018,0,0.193,0.579,190947,0.904,0.0,5,0.064,-2.729,1,0.0618,82.014,4,0.6809999999999999,1904.0,143,0,408,300,0,5.94,191,21.43,15.76,0.0,10.03,7.51
Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,['pop'],1,12,2018-11-16,5,3,2018,0,0.74,0.652,169354,0.557,0.0,1,0.124,-5.714,0,0.0318,150.07299999999995,4,0.483,1870.0,161,0,432,275,0,5.19,157,23.1,14.71,0.0,8.4,8.61
Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",0,1,2018-10-04,4,3,2018,0,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999,2042.0,152,0,504,750,2,5.06,191,24.68,36.73,0.1,9.35,7.44
2002,Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",1,18,2018-04-27,5,1,2018,0,0.0372,0.6970000000000001,186987,0.6829999999999999,0.0,1,0.13699999999999998,-2.881,0,0.117,96.133,4,0.603,1742.0,159,0,336,225,0,5.44,137,19.29,12.92,0.0,7.86,9.13
Going Bad,Meek Mill,2IRZnDFmlqMuOrYOLnZZyc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,19,2018-11-30,5,3,2018,0,0.259,0.889,180522,0.496,0.0,4,0.252,-6.365,0,0.0905,86.00299999999999,4,0.544,2389.0,161,0,624,200,10,5.14,242,26.12,8.37,0.42,10.13,6.74
Legends,Juice WRLD,1Knctxx9vGZxpZfF66BIEa,"['chicago rap', 'melodic rap']",0,1,2018-06-22,5,2,2018,0,0.115,0.594,191840,0.7979999999999999,0.0,4,0.14300000000000002,-5.244,1,0.0844,142.049,4,0.381,1700.0,111,0,456,200,4,5.34,175,26.82,11.76,0.24,10.29,6.53
Get You The Moon,Kina,4ZLzoOkj0MPWrTLvooIuaa,[],0,1,2018-10-08,1,3,2018,0,0.72,0.498,179080,0.235,0.0,1,0.14400000000000002,-16.541,0,0.188,118.917,4,0.0895,912.0,85,0,168,50,0,5.27,65,18.42,5.48,0.0,7.13,9.32
Murder On My Mind,YNW Melly,7eBqSVxrzQZtK2mmgRG6lC,['melodic rap'],1,15,2018-08-03,5,2,2018,0,0.145,0.759,268434,0.73,3.06e-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74,2742.0,218,0,360,275,16,5.6,247,13.13,10.03,0.58,9.01,7.95
Happy Now,Kygo,14sOS5L36385FJ3OL8hew4,"['edm', 'pop', 'tropical house']",0,1,2018-10-26,5,3,2018,0,0.374,0.693,211362,0.575,0.0,9,0.252,-6.997999999999998,1,0.0801,117.999,4,0.4920000000000001,1528.0,120,1,816,1275,0,4.92,142,53.4,83.44,0.0,9.29,7.85
Bad Liar,Imagine Dragons,2RSHsoi04658QL5xgQVov3,"['modern rock', 'rock']",1,15,2018-11-09,5,3,2018,0,0.0722,0.383,260773,0.637,0.0,3,0.368,-6.9929999999999986,1,0.0703,177.91299999999995,4,0.0827,1415.0,83,0,744,800,0,5.48,140,52.58,56.54,0.0,9.89,5.87
the remedy for a broken heart why am I so in love,XXXTENTACION,4UKCKdYiLN6IMA5ZESUTL7,"['emo rap', 'miami hip hop']",1,18,2018-03-16,5,1,2018,0,0.779,0.6990000000000001,160184,0.304,0.000993,1,0.13699999999999998,-11.192,1,0.0993,119.705,4,0.271,1816.0,167,0,288,275,4,4.98,137,15.86,15.14,0.22,7.54,9.2
FML,Arizona Zervas,6lruHh1jF7ezgbLv72xYmf,['pop rap'],0,3,2018-06-03,7,2,2018,0,0.113,0.8220000000000001,223000,0.575,0.0,5,0.106,-5.95,1,0.0934,100.087,4,0.616,2268.0,162,0,288,600,34,5.15,238,12.7,26.46,1.5,10.49,7.14
All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1,"['chicago rap', 'melodic rap']",1,17,2018-12-10,1,4,2018,0,0.0769,0.6709999999999999,165820,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,0.203,1475.0,92,0,480,150,5,5.34,154,32.54,10.17,0.34,10.44,6.24
Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,"['dance pop', 'edm', 'pop', 'tropical house']",1,27,2018-09-14,5,3,2018,0,0.13699999999999998,0.703,198947,0.66,0.0,10,0.192,-5.119,0,0.123,95.031,4,0.79,1966.0,106,1,120,325,1,5.61,181,6.1,16.53,0.05,9.21,5.39
In My Mind,Dynoro,0E9ZjEAyAwOXZ7wJC0PD33,"['edm', 'tropical house']",0,1,2018-06-08,5,2,2018,0,0.17600000000000002,0.6940000000000001,184560,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163,1200.0,134,1,0,0,0,4.64,110,0.0,0.0,0.0,9.17,11.17
Taki Taki,DJ Snake,4w8niZpiMy6qz1mntFA5uM,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop rap']",0,1,2018-09-28,5,3,2018,0,0.157,0.8420000000000001,212500,0.8009999999999999,4.82e-06,8,0.0642,-4.167,0,0.228,95.881,4,0.617,2290.0,101,0,336,175,0,5.37,264,14.67,7.64,0.0,11.53,4.41
Close To Me,Ellie Goulding,5JEx7HbmvHQQswJCsoo9rA,"['dance pop', 'edm', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",0,1,2018-10-24,3,3,2018,0,0.0969,0.574,182623,0.758,0.0,1,0.395,-5.029,0,0.0621,144.111,4,0.4920000000000001,1704.0,91,0,480,200,2,5.62,183,28.17,11.74,0.12,10.74,5.34
ZEZE,Kodak Black,0FZ4Dmg8jJJAPJnvBIzD9z,"['florida rap', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,16,2018-12-14,5,4,2018,0,0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.7879999999999985,0,0.17600000000000002,98.043,4,0.504,3730.0,270,0,576,625,31,5.5,344,15.44,16.76,0.83,9.22,7.24
Lucky You,Eminem,60SdxE8apGAxMiRrpbmLY0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",1,13,2018-08-31,5,2,2018,0,0.0627,0.8759999999999999,244679,0.7859999999999999,0.0,10,0.127,-4.884,0,0.306,153.06799999999996,4,0.575,5651.0,374,0,1320,975,33,5.6,565,23.36,17.25,0.58,10.0,6.62
Swervin,A Boogie Wit da Hoodie,1wJRveJZLSb1rjhnUHQiv6,"['melodic rap', 'pop rap', 'rap', 'trap']",1,20,2018-12-21,5,4,2018,0,0.0153,0.581,189487,0.662,0.0,9,0.111,-5.239,1,0.303,93.023,4,0.434,3014.0,210,0,240,350,23,5.23,283,7.96,11.61,0.76,9.39,6.97
Noticed,Lil Mosey,7zLYKWcXnYeHHWidalz7rj,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",1,12,2018-10-19,5,3,2018,0,0.462,0.6990000000000001,165000,0.5579999999999999,0.0,11,0.116,-7.622000000000001,1,0.0603,79.992,4,0.493,2144.0,129,0,288,550,21,5.54,221,13.43,25.65,0.98,10.31,6.02
Im a Mess,Bebe Rexha,04ZTP5KsCypmtCmQg5tH9R,"['dance pop', 'electropop', 'pop', 'post-teen pop']",1,14,2018-06-22,5,2,2018,0,0.00281,0.63,195519,0.6940000000000001,0.0,11,0.0719,-6.2570000000000014,0,0.0253,97.005,4,0.21600000000000005,1561.0,94,1,216,700,3,5.6,163,13.84,44.84,0.19,10.44,6.02
Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,"['rap', 'trap', 'underground hip hop', 'vapor trap']",1,14,2018-10-05,5,3,2018,0,0.194,0.7290000000000001,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261,1599.0,81,0,72,300,52,5.48,169,4.5,18.76,3.25,10.57,5.07
